y,x,IG,I_local,R_local,score_IG,score_IG_I,score_IG_I_R
0,9,0.8000000000000003,0.9878666666666668,0.0,0.8000000000000003,0.009706666666666752,-0.49029333333333325
19,0,0.8000000000000003,0.932672380952381,0.0,0.8000000000000003,0.053862095238095375,-0.4461379047619046
40,18,0.8000000000000003,0.9229079365079365,0.0,0.8000000000000003,0.06167365079365106,-0.43832634920634894
0,23,0.8000000000000003,0.9046010101010099,0.0,0.8000000000000003,0.07631919191919234,-0.42368080808080766
34,30,0.8000000000000003,0.9627333333333332,0.0,0.8000000000000003,0.02981333333333369,-0.4701866666666663
32,30,0.8000000000000003,0.9722666666666666,0.0,0.8000000000000003,0.02218666666666691,-0.4778133333333331
20,0,0.8000000000000003,0.9558990476190475,0.0,0.8000000000000003,0.03528076190476215,-0.46471923809523785
40,10,0.8000000000000003,1.0,0.0,0.8000000000000003,2.220446049250313e-16,-0.4999999999999998
6,0,0.8000000000000003,0.9420488888888889,0.0,0.8000000000000003,0.04636088888888912,-0.4536391111111109
40,14,0.8000000000000003,0.9836666666666667,0.0,0.8000000000000003,0.013066666666666893,-0.4869333333333331
